accuracy	additional_scores	cv_folds	end_timestamp	experiment_name	feature_scaling	featureset	featureset_name	fold	folds_file	grid_objective	grid_score	grid_search	grid_search_cv_results	grid_search_folds	learner_name	min_feature_count	model_params	pearson	save_cv_folds	save_cv_models	scikit_learn_version	score	shuffle	start_timestamp	stratified_folds	task	test_set_name	test_set_size	total_time	train_set_name	train_set_size	use_folds_file_for_grid_search	using_folds_file	version
0.578125	{}	None	26 Apr 2023 21:35:19.952788	red_wine	none	"[""clean_data.csv""]"	clean_data.csv			accuracy	0.7622763480392157	True	{'mean_fit_time': [0.008460187911987304, 0.015836763381958007], 'std_fit_time': [0.0005157555788935287, 0.0005792887651251665], 'mean_score_time': [0.0014441490173339843, 0.0012021541595458984], 'std_score_time': [0.00013665277781817764, 0.0001272642017901405], 'param_max_features': ['sqrt', None], 'params': [{'max_features': 'sqrt'}, {'max_features': None}], 'split0_test_score': [0.77734375, 0.7734375], 'split1_test_score': [0.7265625, 0.78515625], 'split2_test_score': [0.79296875, 0.78125], 'split3_test_score': [0.74609375, 0.7578125], 'split4_test_score': [0.7176470588235294, 0.7137254901960784], 'mean_test_score': [0.752123161764706, 0.7622763480392157], 'std_test_score': [0.028923150102677687, 0.02601988636476926], 'rank_test_score': [2, 1]}	5	DecisionTreeClassifier	1	"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""random_state"": 123456789, ""splitter"": ""best""}"		True	False	1.2.2	0.578125	False	26 Apr 2023 21:35:18.728427	True	evaluate	test	320	0:00:01.224361	train	1279	True	False	3.2.0
0.703125	{}	None	26 Apr 2023 21:35:48.599038	red_wine	none	"[""clean_data.csv""]"	clean_data.csv			accuracy	0.8138970588235294	True	{'mean_fit_time': [1.304882860183716, 1.9890274047851562, 3.0032443046569823, 3.227324056625366], 'std_fit_time': [0.04114484369252579, 0.006306010115494944, 0.021212029933220907, 0.12101571044719496], 'mean_score_time': [0.08699016571044922, 0.0890533447265625, 0.09567718505859375, 0.09002094268798828], 'std_score_time': [0.0034361551088034612, 0.00047599850814454645, 0.0034295586028856816, 0.014643020805272248], 'param_max_depth': [1, 5, 10, None], 'params': [{'max_depth': 1}, {'max_depth': 5}, {'max_depth': 10}, {'max_depth': None}], 'split0_test_score': [0.76171875, 0.80859375, 0.828125, 0.84375], 'split1_test_score': [0.70703125, 0.76953125, 0.83984375, 0.81640625], 'split2_test_score': [0.6953125, 0.75, 0.80078125, 0.8203125], 'split3_test_score': [0.6796875, 0.73046875, 0.7890625, 0.80078125], 'split4_test_score': [0.7098039215686275, 0.7294117647058823, 0.7568627450980392, 0.788235294117647], 'mean_test_score': [0.7107107843137255, 0.7576011029411764, 0.8029350490196079, 0.8138970588235294], 'std_test_score': [0.027625080147116524, 0.029431814742219498, 0.02938206763866096, 0.01881064927986319], 'rank_test_score': [4, 3, 2, 1]}	5	RandomForestClassifier	1	"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": null, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""n_estimators"": 500, ""n_jobs"": null, ""oob_score"": false, ""random_state"": 123456789, ""verbose"": 0, ""warm_start"": false}"		True	False	1.2.2	0.703125	False	26 Apr 2023 21:35:19.954915	True	evaluate	test	320	0:00:28.644123	train	1279	True	False	3.2.0
